# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "5" "-t" "CDS,ncRNA" "-g" "id" "-a" "../data/reference_sequences/FNV3_1_36A.gff" "-o" "../data/rna_align/counttable_fnv.txt" "../data/rna_align/ID_007556_Fnv_H2O_30_min_A.fq.gz.bam" "../data/rna_align/ID_007557_Fnv_H2O_30_min_B.fq.gz.bam" "../data/rna_align/ID_007558_Fnv_H2O_30_min_C.fq.gz.bam" "../data/rna_align/ID_007559_Fnv_PNA79_30_min_A.fq.gz.bam" "../data/rna_align/ID_007560_Fnv_PNA79_30_min_B.fq.gz.bam" "../data/rna_align/ID_007561_Fnv_PNA79_30_min_C.fq.gz.bam" "../data/rna_align/ID_007562_Fnv_PNAscr_30_min_A.fq.gz.bam" "../data/rna_align/ID_007563_Fnv_PNAscr_30_min_B.fq.gz.bam" "../data/rna_align/ID_007564_Fnv_PNAscr_30_min_C.fq.gz.bam" "../data/rna_align/ID_007574_Fnv_H2O_16_h_A.fq.gz.bam" "../data/rna_align/ID_007575_Fnv_H2O_16_h_B.fq.gz.bam" "../data/rna_align/ID_007576_Fnv_H2O_16_h_C.fq.gz.bam" "../data/rna_align/ID_007577_Fnv_PNA79_16_h_A.fq.gz.bam" "../data/rna_align/ID_007578_Fnv_PNA79_16_h_B.fq.gz.bam" "../data/rna_align/ID_007579_Fnv_PNA79_16_h_C.fq.gz.bam" "../data/rna_align/ID_007580_Fnv_PNAscr_16_h_A.fq.gz.bam" "../data/rna_align/ID_007581_Fnv_PNAscr_16_h_B.fq.gz.bam" "../data/rna_align/ID_007582_Fnv_PNAscr_16_h_C.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/ID_007556_Fnv_H2O_30_min_A.fq.gz.bam	../data/rna_align/ID_007557_Fnv_H2O_30_min_B.fq.gz.bam	../data/rna_align/ID_007558_Fnv_H2O_30_min_C.fq.gz.bam	../data/rna_align/ID_007559_Fnv_PNA79_30_min_A.fq.gz.bam	../data/rna_align/ID_007560_Fnv_PNA79_30_min_B.fq.gz.bam	../data/rna_align/ID_007561_Fnv_PNA79_30_min_C.fq.gz.bam	../data/rna_align/ID_007562_Fnv_PNAscr_30_min_A.fq.gz.bam	../data/rna_align/ID_007563_Fnv_PNAscr_30_min_B.fq.gz.bam	../data/rna_align/ID_007564_Fnv_PNAscr_30_min_C.fq.gz.bam	../data/rna_align/ID_007574_Fnv_H2O_16_h_A.fq.gz.bam	../data/rna_align/ID_007575_Fnv_H2O_16_h_B.fq.gz.bam	../data/rna_align/ID_007576_Fnv_H2O_16_h_C.fq.gz.bam	../data/rna_align/ID_007577_Fnv_PNA79_16_h_A.fq.gz.bam	../data/rna_align/ID_007578_Fnv_PNA79_16_h_B.fq.gz.bam	../data/rna_align/ID_007579_Fnv_PNA79_16_h_C.fq.gz.bam	../data/rna_align/ID_007580_Fnv_PNAscr_16_h_A.fq.gz.bam	../data/rna_align/ID_007581_Fnv_PNAscr_16_h_B.fq.gz.bam	../data/rna_align/ID_007582_Fnv_PNAscr_16_h_C.fq.gz.bam
HMPREF0946_RS06410	NC_022196.1	1380043	1381263	-	1221	549	327	379	421	779	467	473	340	254	342	754	376	683	496	357	379	364	411
HMPREF0946_RS06415	NC_022196.1	1381284	1382240	-	957	125	171	240	155	227	241	72	85	69	795	972	610	1084	764	530	295	293	344
HMPREF0946_RS06425	NC_022196.1	1386127	1387323	-	1197	537	524	763	896	979	1096	485	556	298	2135	2870	1607	3066	1921	1458	964	1010	1211
pta	NC_022196.1	1387381	1388385	-	1005	226	343	545	359	490	448	157	174	190	1285	2327	1074	2402	1622	1115	644	759	943
HMPREF0946_RS06435	NC_022196.1	1388673	1389404	-	732	34	47	73	61	104	63	24	27	20	104	149	91	194	119	68	63	57	71
HMPREF0946_RS06440	NC_022196.1	1389816	1390994	+	1179	31	17	35	39	26	63	22	29	27	360	171	361	252	164	162	87	56	96
HMPREF0946_RS06445	NC_022196.1	1391009	1391761	+	753	12	26	26	29	27	42	14	19	28	104	96	72	82	63	49	53	43	37
HMPREF0946_RS06450	NC_022196.1	1391885	1392382	+	498	36	19	23	19	37	21	9	18	16	355	324	332	284	206	136	72	87	78
HMPREF0946_RS06455	NC_022196.1	1392392	1392784	+	393	12	24	30	23	21	37	19	24	15	175	151	124	131	104	47	23	30	41
HMPREF0946_RS06460	NC_022196.1	1392781	1394988	+	2208	146	126	160	125	193	192	105	113	94	918	993	835	1035	699	497	322	264	392
HMPREF0946_RS06465	NC_022196.1	1395001	1395753	+	753	42	27	35	39	70	74	33	32	30	268	320	295	328	235	180	134	119	135
HMPREF0946_RS06470	NC_022196.1	1395837	1396109	+	273	955	807	1222	840	1468	1162	489	518	527	8285	8377	8020	8990	5957	5081	3402	2754	3473
dinB	NC_022196.1	1396229	1397281	+	1053	49	64	47	53	107	91	41	34	31	98	207	97	224	167	82	78	94	117
HMPREF0946_RS06480	NC_022196.1	1397363	1397884	-	522	41	62	72	64	128	117	42	63	29	119	658	108	791	541	417	247	235	357
HMPREF0946_RS06485	NC_022196.1	1398045	1398425	-	381	1510	2894	4687	2846	4550	3885	1270	1318	634	1154	4006	771	4645	3003	1858	1076	1015	1394
HMPREF0946_RS06490	NC_022196.1	1398440	1398799	-	360	173	252	296	229	333	305	154	136	112	283	939	218	1022	669	444	296	293	317
HMPREF0946_RS06495	NC_022196.1	1398843	1400039	-	1197	309	300	448	473	791	579	254	239	201	580	2186	457	2408	1539	1130	651	831	937
gap	NC_022196.1	1400125	1401132	-	1008	2215	3743	5252	3030	4363	3828	1577	1680	1360	765	11273	612	12921	8625	6286	3520	3429	4459
HMPREF0946_RS06505	NC_022196.1	1401314	1402180	-	867	155	136	134	130	136	172	81	90	56	192	323	166	330	213	158	100	84	106
hemA	NC_022196.1	1402340	1403329	+	990	62	52	40	63	59	84	49	24	35	151	190	133	190	119	94	59	55	67
hemC	NC_022196.1	1403544	1404452	+	909	392	213	230	1011	808	1216	615	827	458	86	148	70	158	111	118	105	97	78
cobA	NC_022196.1	1404463	1405920	+	1458	128	85	75	276	262	339	198	225	76	111	207	130	197	116	132	55	60	69
HMPREF0946_RS06525	NC_022196.1	1405936	1406373	+	438	11	11	6	15	16	16	7	5	8	60	69	49	75	58	32	20	10	27
HMPREF0946_RS06530	NC_022196.1	1406392	1407630	+	1239	62	36	26	67	50	77	57	49	54	21	40	21	39	23	21	12	14	10
HMPREF0946_RS06540	NC_022196.1	1407755	1408114	+	360	3	1	4	10	1	8	7	4	5	5	27	7	33	15	13	7	7	3
HMPREF0946_RS06545	NC_022196.1	1408131	1409093	+	963	23	17	28	39	32	24	27	15	23	52	59	39	71	39	34	19	18	23
HMPREF0946_RS06550	NC_022196.1	1409093	1410061	+	969	9	1	5	2	10	9	6	10	3	6	1	0	1	1	0	0	3	0
HMPREF0946_RS06555	NC_022196.1	1410118	1410477	-	360	33	43	79	68	74	87	23	36	24	520	285	436	327	178	164	111	73	128
truB	NC_022196.1	1410727	1411590	+	864	43	51	55	37	61	63	19	20	27	281	327	284	294	244	188	93	84	90
typA	NC_022196.1	1411613	1413430	+	1818	172	189	256	191	323	277	104	141	122	498	798	448	744	562	411	278	289	304
HMPREF0946_RS06570	NC_022196.1	1413519	1414046	+	528	17	8	5	13	22	29	11	6	6	1	2	0	2	1	0	2	1	1
HMPREF0946_RS06575	NC_022196.1	1414066	1415262	+	1197	58	70	107	87	128	123	38	46	35	203	307	159	349	255	174	79	88	103
HMPREF0946_RS06580	NC_022196.1	1415264	1416586	+	1323	368	412	521	514	595	597	261	248	283	1126	1926	1092	2196	1473	1217	1119	940	1118
HMPREF0946_RS06585	NC_022196.1	1416643	1417591	-	949	141	236	359	242	272	294	121	123	95	110	361	95	484	299	160	134	110	147
HMPREF0946_RS06590	NC_022196.1	1417621	1418274	-	654	22	30	41	37	38	62	18	26	13	54	199	60	202	113	87	60	63	57
HMPREF0946_RS06595	NC_022196.1	1418493	1419797	+	1305	191	132	171	310	266	354	180	238	123	638	607	627	674	513	394	210	190	280
HMPREF0946_RS06600	NC_022196.1	1419933	1420799	+	867	145	140	151	95	170	201	62	94	64	482	789	490	847	552	484	306	310	365
HMPREF0946_RS06605	NC_022196.1	1420873	1421901	+	1029	159	143	179	195	195	236	121	129	83	341	564	303	596	424	301	174	165	215
HMPREF0946_RS06615	NC_022196.1	1423026	1424591	+	1566	476	364	370	538	558	697	351	374	400	428	1019	549	1010	671	590	475	447	501
HMPREF0946_RS06620	NC_022196.1	1424850	1426574	-	1725	1784	1097	1199	1864	1331	2091	1352	1544	1466	112	174	107	202	111	182	112	170	92
HMPREF0946_RS06625	NC_022196.1	1426578	1428293	-	1716	37	34	27	31	52	41	26	34	18	12	29	10	36	18	20	11	16	16
HMPREF0946_RS06630	NC_022196.1	1428461	1429267	-	807	235	259	298	219	315	329	180	192	164	202	330	173	433	249	166	114	109	140
HMPREF0946_RS06635	NC_022196.1	1429286	1429654	-	369	11	12	9	30	8	10	10	11	12	10	12	4	15	15	12	7	4	2
HMPREF0946_RS06640	NC_022196.1	1429661	1430437	-	777	32	28	26	52	65	47	31	24	11	62	99	45	97	57	40	22	32	47
ylqF	NC_022196.1	1430440	1431318	-	879	56	61	72	50	66	55	37	19	20	143	207	103	228	146	102	58	60	65
rsmI	NC_022196.1	1431299	1432006	-	708	41	65	81	51	102	101	61	59	35	104	323	115	435	257	178	119	151	153
HMPREF0946_RS06655	NC_022196.1	1432017	1433345	-	1329	110	110	148	135	148	178	97	83	56	180	286	159	302	226	113	68	67	107
HMPREF0946_RS06660	NC_022196.1	1433361	1434167	-	807	30	35	37	37	35	47	21	23	30	68	141	68	162	93	70	35	32	47
HMPREF0946_RS06665	NC_022196.1	1434145	1434969	-	825	107	75	67	163	133	147	89	153	66	94	192	75	179	136	79	75	54	64
HMPREF0946_RS06670	NC_022196.1	1434953	1436755	-	1803	412	317	435	452	461	531	279	367	406	366	871	317	945	567	379	300	261	326
yhbY	NC_022196.1	1436769	1437068	-	300	330	245	266	462	349	479	231	389	232	60	129	76	123	109	84	74	67	71
HMPREF0946_RS06680	NC_022196.1	1437091	1438998	-	1908	308	211	273	370	422	445	235	219	131	338	892	313	987	661	442	243	286	347
mrdA	NC_022196.1	1438940	1440919	-	1980	755	489	527	1278	1158	1346	853	1159	601	451	1042	334	1187	812	587	384	392	426
HMPREF0946_RS06690	NC_022196.1	1440909	1441331	-	423	33	37	35	26	32	36	16	23	11	83	251	129	254	200	186	124	134	132
HMPREF0946_RS06695	NC_022196.1	1441342	1442325	-	984	61	42	81	52	110	91	33	35	36	256	556	188	631	458	257	173	122	207
mtaB	NC_022196.1	1442329	1443636	-	1308	73	106	121	94	179	140	76	50	57	376	971	307	1139	768	548	311	256	321
HMPREF0946_RS06705	NC_022196.1	1443623	1444330	-	708	107	151	128	95	169	151	102	72	59	182	616	176	752	543	342	178	163	227
HMPREF0946_RS06710	NC_022196.1	1444342	1444767	-	426	55	83	74	66	90	87	50	37	28	186	254	151	247	148	92	73	76	103
ruvB	NC_022196.1	1444745	1445761	-	1017	177	147	263	230	255	289	108	131	85	520	1152	635	1008	691	546	633	711	742
HMPREF0946_RS06720	NC_022196.1	1446044	1446646	-	603	205	250	209	245	279	293	148	117	138	598	1096	646	1008	695	546	364	315	388
HMPREF0946_RS06725	NC_022196.1	1446847	1447302	+	456	147	111	55	96	91	129	78	51	126	282	550	468	530	309	338	238	320	305
cysK	NC_022196.1	1447486	1448406	+	921	2482	3128	2991	2658	3823	3482	1754	1481	1044	690	2788	752	2460	1361	847	536	657	691
HMPREF0946_RS06740	NC_022196.1	1449191	1449703	-	513	19	59	54	47	58	56	29	26	10	91	125	91	88	100	54	43	38	44
HMPREF0946_RS06745	NC_022196.1	1449827	1450687	+	861	109	157	211	163	207	213	81	102	78	502	434	532	408	311	281	231	210	226
HMPREF0946_RS06750	NC_022196.1	1450754	1451143	-	390	18	16	31	21	20	14	4	22	6	45	25	49	44	25	22	18	10	28
HMPREF0946_RS06755	NC_022196.1	1451161	1451830	-	670	12	15	17	19	25	27	22	21	12	0	0	1	4	2	2	0	1	5
HMPREF0946_RS06760	NC_022196.1	1452062	1453027	-	966	88	105	146	133	203	190	70	79	64	69	255	51	248	186	141	75	106	96
HMPREF0946_RS06765	NC_022196.1	1453051	1454679	-	1629	234	223	318	306	374	362	192	171	152	246	990	214	1165	754	476	337	374	427
kdsA	NC_022196.1	1454826	1455662	-	837	113	191	276	196	228	254	111	113	67	702	1076	536	1188	792	612	343	280	394
HMPREF0946_RS06775	NC_022196.1	1455652	1457109	-	1458	644	376	411	663	713	868	532	662	460	250	356	184	400	269	180	128	141	101
HMPREF0946_RS06780	NC_022196.1	1457109	1457789	-	681	71	68	62	79	77	119	42	50	43	209	320	200	323	202	155	75	71	91
HMPREF0946_RS06785	NC_022196.1	1457875	1458315	-	441	154	209	291	211	370	308	126	126	74	292	448	228	532	385	240	116	120	160
HMPREF0946_RS06790	NC_022196.1	1458299	1459051	-	753	115	138	144	123	197	271	91	85	50	421	1053	397	1095	673	444	307	342	362
guaB	NC_022196.1	1459070	1460536	-	1467	170	251	362	281	384	429	144	178	131	1181	1719	820	1980	1350	873	505	477	605
HMPREF0946_RS06800	NC_022196.1	1460627	1460968	-	342	63	89	58	90	100	77	31	40	37	176	210	187	188	139	122	55	74	53
HMPREF0946_RS06805	NC_022196.1	1461077	1461604	+	528	23	33	31	24	40	34	15	21	16	116	195	111	221	140	109	114	120	126
HMPREF0946_RS06810	NC_022196.1	1461849	1462127	-	279	63	59	98	76	140	145	52	25	41	205	323	317	265	235	187	180	164	202
HMPREF0946_RS06815	NC_022196.1	1462177	1462890	-	714	21	50	52	34	55	49	23	22	7	118	174	78	151	113	70	55	54	73
HMPREF0946_RS06820	NC_022196.1	1463065	1463802	-	738	37	34	47	31	56	44	13	26	14	131	210	105	216	125	94	56	65	79
HMPREF0946_RS06825	NC_022196.1	1463799	1464881	-	1083	144	157	134	137	189	177	109	100	103	315	612	318	496	353	296	202	211	207
HMPREF0946_RS06830	NC_022196.1	1464899	1465684	-	786	32	39	32	46	59	77	30	34	10	99	167	73	232	135	74	60	63	70
HMPREF0946_RS06835	NC_022196.1	1465714	1466916	-	1203	64	86	90	71	119	134	50	57	45	370	774	364	791	554	425	320	410	417
HMPREF0946_RS06840	NC_022196.1	1466918	1467637	-	720	65	76	65	36	89	76	47	31	34	267	457	294	409	260	205	139	109	141
HMPREF0946_RS06845	NC_022196.1	1467777	1468811	+	1035	155	170	216	150	233	281	115	98	139	399	584	515	599	415	386	285	300	272
HMPREF0946_RS06850	NC_022196.1	1468908	1470068	-	1161	152	151	195	196	253	271	144	119	65	436	618	419	687	474	307	201	197	286
HMPREF0946_RS06855	NC_022196.1	1470079	1471212	-	1134	350	268	301	280	309	395	194	241	171	284	416	290	438	308	191	139	127	129
HMPREF0946_RS06860	NC_022196.1	1471337	1472236	-	900	54	49	61	69	98	127	61	54	26	148	220	144	214	189	114	78	47	83
HMPREF0946_RS06865	NC_022196.1	1472288	1473634	-	1347	113	80	86	99	113	123	60	60	31	1092	2255	1092	2096	1489	1053	874	722	1033
HMPREF0946_RS06870	NC_022196.1	1473839	1475155	+	1317	467	643	746	741	906	747	279	325	285	769	1584	711	1863	1291	1083	787	828	823
HMPREF0946_RS06875	NC_022196.1	1475217	1475903	+	687	705	1392	2352	1565	2113	1893	591	673	356	1115	2220	1017	2269	1558	989	693	729	833
HMPREF0946_RS06880	NC_022196.1	1476030	1476233	-	204	12913	18219	24680	18598	23911	20921	9427	9614	8018	10689	14780	9024	16165	10652	7554	5103	4712	5793
HMPREF0946_RS06885	NC_022196.1	1476299	1476814	-	516	383	461	311	383	446	480	290	275	182	679	974	559	975	692	497	269	300	321
HMPREF0946_RS06890	NC_022196.1	1476873	1477667	-	795	86	56	86	129	134	124	83	95	102	59	73	73	101	61	40	43	41	42
HMPREF0946_RS06895	NC_022196.1	1477751	1479040	-	1290	276	234	322	289	355	367	185	216	186	2497	1024	2261	1169	805	697	406	402	504
HMPREF0946_RS06900	NC_022196.1	1479061	1479531	-	471	31	30	32	29	28	43	17	9	17	463	187	431	179	125	133	89	97	88
HMPREF0946_RS06905	NC_022196.1	1479631	1480674	-	1044	952	651	700	1355	1293	1525	817	1081	506	10955	3540	9631	4028	2615	2289	1288	1110	1398
HMPREF0946_RS06910	NC_022196.1	1480966	1481559	+	594	204	251	359	295	310	404	172	229	107	360	596	367	638	479	357	192	188	226
HMPREF0946_RS06915	NC_022196.1	1481696	1483000	-	1305	512	445	588	555	665	720	360	451	318	645	938	551	898	567	428	332	354	441
HMPREF0946_RS06920	NC_022196.1	1483003	1483677	-	675	111	130	159	128	139	153	59	81	55	420	607	397	574	488	399	201	214	296
HMPREF0946_RS06925	NC_022196.1	1483925	1485484	+	1560	561	646	772	601	890	762	354	495	401	1484	2847	1530	3139	2078	1870	1610	1661	1467
HMPREF0946_RS06930	NC_022196.1	1485744	1486565	-	822	38	37	29	24	76	47	25	25	15	69	119	59	99	76	73	53	62	73
HMPREF0946_RS06935	NC_022196.1	1486729	1487193	+	465	290	212	223	285	268	357	202	248	151	209	221	203	184	146	125	76	69	69
HMPREF0946_RS06940	NC_022196.1	1487362	1488000	+	639	944	1226	1719	1037	1579	1387	658	613	596	1571	1677	1282	1594	1147	774	518	407	494
galU	NC_022196.1	1488176	1489060	-	885	89	114	182	125	230	151	59	55	55	307	391	227	422	292	173	128	106	150
HMPREF0946_RS06950	NC_022196.1	1489073	1489693	-	621	313	242	230	501	423	582	345	368	285	117	196	113	227	159	99	79	79	78
metG	NC_022196.1	1489722	1491632	-	1911	134	117	162	195	211	229	104	140	84	270	363	229	375	241	172	112	110	157
HMPREF0946_RS06960	NC_022196.1	1491855	1492478	-	624	113	109	95	89	126	142	67	40	66	518	1002	692	818	443	418	606	586	579
HMPREF0946_RS06965	NC_022196.1	1492569	1492919	-	351	1513	2830	3513	2533	3331	2943	1248	1298	899	5020	6808	4083	7825	5065	3733	2216	2105	2441
HMPREF0946_RS06975	NC_022196.1	1494941	1495576	+	636	73	92	106	79	138	142	61	49	50	209	339	204	392	237	173	140	124	153
HMPREF0946_RS06980	NC_022196.1	1495598	1496869	+	1272	194	215	228	210	302	285	136	137	90	518	810	450	978	615	441	302	287	330
HMPREF0946_RS06985	NC_022196.1	1496887	1497996	+	1110	101	114	180	138	215	233	111	111	101	272	453	251	566	338	248	162	170	203
HMPREF0946_RS06990	NC_022196.1	1497996	1501064	+	3069	432	429	580	428	626	755	341	316	337	994	2063	833	2513	1497	1189	890	965	1130
HMPREF0946_RS06995	NC_022196.1	1501057	1501470	+	414	45	39	54	49	58	35	23	15	17	34	81	42	79	41	44	24	21	38
HMPREF0946_RS07000	NC_022196.1	1501490	1502074	+	585	341	424	377	477	626	601	260	240	186	254	477	353	566	319	298	197	236	233
HMPREF0946_RS07005	NC_022196.1	1502309	1503769	-	1461	218	195	258	246	292	307	167	115	112	685	1020	614	1116	775	532	430	383	466
HMPREF0946_RS07010	NC_022196.1	1503850	1505967	-	2118	122	80	81	180	175	227	130	160	145	80	136	55	120	96	87	59	63	58
HMPREF0946_RS07015	NC_022196.1	1506153	1506578	-	426	96	95	198	146	203	178	108	92	55	105	166	67	137	101	81	44	48	60
HMPREF0946_RS07020	NC_022196.1	1506614	1507207	-	594	26	33	54	33	47	58	37	44	22	96	202	106	286	175	143	89	65	107
HMPREF0946_RS07025	NC_022196.1	1507337	1508740	-	1404	298	113	122	300	250	364	194	232	128	83	150	99	156	96	82	66	73	68
HMPREF0946_RS07030	NC_022196.1	1508752	1509516	-	765	10	4	8	11	17	33	11	9	6	35	137	129	105	36	62	146	146	116
HMPREF0946_RS07035	NC_022196.1	1509518	1510555	-	1038	18	8	12	14	28	24	16	21	9	2	2	1	1	1	0	1	2	0
HMPREF0946_RS07040	NC_022196.1	1510650	1511792	-	1143	43	24	14	61	59	75	37	26	33	2	4	2	2	1	0	3	3	2
HMPREF0946_RS11355	NC_022196.1	1512000	1512173	-	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMPREF0946_RS07045	NC_022196.1	1512237	1513217	-	981	231	164	192	223	211	245	125	179	102	186	233	187	274	145	137	62	62	100
HMPREF0946_RS07050	NC_022196.1	1513392	1514729	-	1338	10	11	12	35	13	26	12	14	17	1	0	5	1	0	1	2	3	0
HMPREF0946_RS07055	NC_022196.1	1514743	1515201	-	459	36	17	47	63	82	82	37	69	37	4	2	7	2	9	4	7	10	2
rplQ	NC_022196.1	1515334	1515684	-	351	821	1059	1404	843	1385	1274	537	498	563	1006	1406	834	1330	985	678	428	417	512
HMPREF0946_RS07065	NC_022196.1	1515712	1516692	-	981	221	239	327	254	392	360	146	150	146	442	888	386	873	559	381	288	276	287
rpsD	NC_022196.1	1516721	1517308	-	588	850	627	717	895	754	1104	585	647	730	600	661	439	648	441	318	182	204	204
rpsK	NC_022196.1	1517348	1517737	-	390	170	140	266	128	225	170	102	91	95	503	423	350	462	347	261	164	146	184
rpsM	NC_022196.1	1517783	1518139	-	357	131	186	204	119	219	171	92	78	67	465	505	350	516	367	213	113	93	162
rpmJ	NC_022196.1	1518346	1518459	-	114	97	143	200	107	161	184	90	54	46	658	465	523	595	359	236	127	114	156
infA	NC_022196.1	1518480	1518701	-	222	705	837	975	706	917	947	430	314	440	6580	5179	5828	5386	3763	3314	1930	1555	1922
HMPREF0946_RS07095	NC_022196.1	1518796	1520514	-	1719	49	35	34	56	60	73	28	58	33	86	105	72	97	69	52	29	28	54
HMPREF0946_RS07100	NC_022196.1	1520511	1522007	-	1497	499	182	182	881	693	1020	604	657	281	123	120	106	139	110	108	87	117	61
HMPREF0946_RS07105	NC_022196.1	1522039	1523559	-	1521	43	37	26	57	52	58	26	38	23	146	160	149	149	125	82	55	38	47
HMPREF0946_RS07110	NC_022196.1	1523546	1525036	-	1491	44	37	23	32	42	50	26	28	29	102	99	96	101	69	59	48	42	55
HMPREF0946_RS07115	NC_022196.1	1525069	1526604	-	1536	40	39	46	76	63	85	38	46	26	190	185	183	165	130	110	44	78	71
HMPREF0946_RS07120	NC_022196.1	1526622	1527173	-	552	32	25	33	39	34	45	16	18	21	230	159	216	166	129	81	57	45	44
HMPREF0946_RS07125	NC_022196.1	1527296	1527748	-	453	11	23	15	33	25	30	20	12	14	128	140	117	124	83	52	37	15	40
HMPREF0946_RS07130	NC_022196.1	1527766	1528320	-	555	27	21	47	42	52	50	12	18	15	281	225	262	229	177	104	74	61	81
map	NC_022196.1	1528353	1529117	-	765	43	75	138	104	126	93	53	47	35	434	359	369	363	272	205	106	118	158
HMPREF0946_RS07140	NC_022196.1	1529127	1529762	-	636	66	113	153	114	140	112	71	51	60	776	771	571	814	549	377	220	140	255
HMPREF0946_RS07145	NC_022196.1	1529831	1530760	-	930	24	20	17	30	34	41	24	19	12	428	190	465	192	168	116	72	61	87
HMPREF0946_RS07150	NC_022196.1	1530950	1532572	+	1623	384	327	387	391	411	438	236	194	202	1505	2632	2093	2418	1507	1649	2445	1710	2038
HMPREF0946_RS07155	NC_022196.1	1532795	1533013	+	219	3597	4598	6040	3916	5769	4905	2195	2243	2717	6859	8880	6670	9294	6646	5618	3626	3252	4376
HMPREF0946_RS07160	NC_022196.1	1533089	1533667	-	579	223	283	408	278	419	350	156	174	105	512	715	366	790	489	330	200	168	237
HMPREF0946_RS07165	NC_022196.1	1533682	1534146	-	465	90	148	170	163	217	141	89	107	65	777	780	638	857	589	417	269	188	293
HMPREF0946_RS11170	NC_022196.1	1534307	1534975	+	669	444	653	850	577	849	882	362	415	319	1078	1751	1028	1967	1349	1099	615	601	745
HMPREF0946_RS07175	NC_022196.1	1535079	1536779	+	1701	250	262	283	329	382	416	214	237	197	455	933	370	901	585	427	250	293	310
HMPREF0946_RS07180	NC_022196.1	1536787	1537386	+	600	36	39	43	34	59	66	37	12	24	92	270	79	246	153	124	95	120	102
HMPREF0946_RS07185	NC_022196.1	1537388	1538191	+	804	117	142	89	146	208	187	79	98	88	158	392	125	456	298	214	126	175	130
HMPREF0946_RS07190	NC_022196.1	1538267	1538461	+	195	32544	56183	70036	38149	59560	48666	23584	18202	24283	12047	36795	8270	33829	22692	13741	8290	11235	12290
HMPREF0946_RS07195	NC_022196.1	1538573	1539352	-	780	867	582	626	805	819	1105	652	798	802	470	612	456	610	373	425	269	354	366
HMPREF0946_RS07200	NC_022196.1	1539361	1539750	-	390	40	29	48	31	34	56	23	46	28	33	38	30	36	31	20	14	16	15
HMPREF0946_RS07205	NC_022196.1	1539753	1540361	-	609	943	520	499	905	805	1088	753	910	594	142	229	162	250	193	159	125	134	128
HMPREF0946_RS07210	NC_022196.1	1540516	1541940	+	1425	729	475	523	966	925	1052	665	737	450	351	767	289	812	563	476	372	422	467
HMPREF0946_RS07215	NC_022196.1	1542561	1543124	-	564	92	86	139	122	150	164	69	76	31	74	319	71	341	229	173	84	124	126
HMPREF0946_RS07220	NC_022196.1	1543140	1543916	-	777	71	98	107	70	119	128	49	58	47	85	435	63	484	333	262	191	116	181
HMPREF0946_RS07225	NC_022196.1	1543913	1544737	-	825	200	144	181	220	209	286	202	224	228	129	270	96	280	173	135	97	95	89
rpoD	NC_022196.1	1544753	1546009	-	1257	66	71	128	72	131	156	58	52	56	204	403	169	538	291	164	120	112	136
HMPREF0946_RS07235	NC_022196.1	1546039	1547850	-	1812	169	163	134	167	217	261	133	106	111	212	407	192	439	306	173	154	149	183
HMPREF0946_RS07240	NC_022196.1	1547921	1549612	-	1692	843	1086	1399	917	1522	1322	594	631	598	590	1598	698	1514	1040	773	588	580	667
HMPREF0946_RS07245	NC_022196.1	1549641	1551026	-	1386	1026	1533	2201	1509	2047	1947	839	744	689	1288	2559	1110	2368	1575	1170	755	635	868
HMPREF0946_RS07250	NC_022196.1	1551115	1552134	-	1020	134	117	113	229	212	237	120	149	57	364	543	319	546	415	255	206	197	208
HMPREF0946_RS07255	NC_022196.1	1552374	1553060	-	687	113	124	102	77	101	132	70	63	63	201	360	226	336	191	182	105	146	176
HMPREF0946_RS07260	NC_022196.1	1553048	1554211	-	1164	110	83	146	144	154	155	87	105	73	276	381	236	342	249	178	104	88	123
HMPREF0946_RS07265	NC_022196.1	1554230	1555120	-	891	67	98	101	93	102	114	47	54	49	544	797	460	833	597	392	285	291	380
HMPREF0946_RS07270	NC_022196.1	1555113	1555805	-	693	141	138	184	159	206	175	91	60	71	950	1010	691	1130	731	510	278	259	336
HMPREF0946_RS07275	NC_022196.1	1555935	1556828	-	894	64	88	110	79	141	143	69	46	31	174	349	111	342	238	141	112	94	102
xseB	NC_022196.1	1556830	1557042	-	213	5	5	7	12	24	27	11	10	8	29	76	26	64	21	26	27	25	21
rsmD	NC_022196.1	1557304	1557852	-	549	50	80	55	49	85	73	41	51	32	99	228	102	226	129	91	28	68	78
queA	NC_022196.1	1557870	1558901	-	1032	57	44	61	62	83	111	40	47	51	191	399	151	400	245	202	140	136	168
prmC	NC_022196.1	1558882	1560033	-	1152	22	29	25	20	39	25	21	14	15	74	173	68	167	121	73	58	51	73
prfA	NC_022196.1	1560033	1561106	-	1074	302	374	501	332	454	422	194	188	268	1307	2636	1321	2530	1616	1198	1078	1298	1339
HMPREF0946_RS07305	NC_022196.1	1561131	1561565	-	435	26	33	25	33	47	46	24	28	12	146	230	79	244	164	91	51	46	69
HMPREF0946_RS07310	NC_022196.1	1561570	1562598	-	1029	299	219	301	311	329	373	209	274	213	643	1028	477	1098	723	499	312	316	369
yajC	NC_022196.1	1562694	1562978	-	285	4318	4673	6588	4675	6296	5962	2384	2366	2599	13131	18384	13606	20320	12747	11075	7114	7014	9096
